,user_id,visit_id,visit_duration
5394,20KCPA,t10asoeh8k2rn8540fav,108.0
5395,8OUQ98,hve4zmqm9j4oiq3x5z4x,101.0
5396,LOMKBI,iyeel2lnc19x6hmhjqmp,79.0
5397,17UH5A,93jh22wu8olzx0w9f3hu,100.0
5398,8CIDMX,s8ag9qvz04tz18gfa539,125.0
5399,HTCQW0,70etqxs7hi7499a5d0iu,120.0
5400,L83AOL,aocd98f4w66hfi56hcmu,129.0
5401,YCFNLI,5mpld8410hlz38ja6aj1,96.0
5402,UO223N,t6hze845csww6k8gr5pd,99.0
5403,CWT53C,ihbvuf52ji0r7oqjzmh8,86.0
5404,F5ZSTZ,rnfopwsnootpzfqztx1x,102.0
5405,MJ0J77,d0vqart4u4ed91y3zxy1,136.0
5406,TLJO3E,delb6aybbuud6prulwjj,94.0
5407,V1NFSF,l09wjpo63sgkdgsnilf8,109.0
5408,1EKZNY,lgs4b468ublzhaqbv36y,141.0
5409,O43CVT,8cmy560h7rd30fzhn4pi,85.0
5410,QL2DBJ,yvrydbtnxcgd051a0ici,67.0
5411,X4W2VK,6ikygdu9hy3wjttgdu4n,84.0
5412,N6NNE4,hqdsgijfgycv0z31zh6n,79.0
5413,M2FVTG,w1wkitdihkaxk3gpculk,107.0
5414,O43CVT,buz2ao86oa78405odcyy,49.0
5415,DDS5NM,jkxamwtzsswps9hixa7i,118.0
5416,R82C4P,mz1sltd20p09t1azat4n,117.0
5417,EEOUVJ,p4bow8ggrx1llxhnlfht,151.0
5418,TA0BBD,r8p7jplf9p6fosnpck4n,128.0
5419,5K20T3,fdqjvihpsyas41hmu58e,123.0
5420,Y8RP9B,5yszv7er89q7s93w2fvq,108.0
5421,GTI0XV,mo1hsvfxpt11b1brcl47,82.0
5422,9K9IJO,ez2zz6ccarnsmx9rf0o4,65.0
5423,84GOB6,b6oxle0dbbgrh0ijaiq3,124.0
5424,NIMR7H,vddw5ey83ycwznfnfcme,133.0
5425,YYG0HT,lhn56slkkes9jdxgo6ws,135.0
5426,R82C4P,wf45bnx61evjtx0vugmb,117.0
5427,0N037Z,ya5ecund9bmfgkgiq6xj,100.0
5428,6TYGSF,y41w65zkoyodswivj7w4,89.0
5429,9BI1W2,umrrb0pczgssh25etauw,134.0
5430,CWT53C,bgmgpy7hqyoabkvzhk14,81.0
5431,VGOQDQ,8fq2kd71lz4dtt1nsgv5,65.0
5432,8637DE,zhfkubb5uaopvx6h8qcs,83.0
5433,7K72BG,yoi6lik8q48pu0azueq5,107.0
5434,YIG3BN,i772rpycdg63g274wqei,140.0
5435,LGL3DI,oqqvmuqsqnx1ndi8p6ci,81.0
5436,7EEN1I,67t7r284a99tt7t4t992,84.0
5437,SU2DR0,ln3ldz9odayzornk1ka3,105.0
5438,MLPYU3,1gyp43ybbmjtdkl2ko7p,108.0
5439,UPUSLV,vxu9whr3j1juqjj0c3ux,90.0
5440,BH78BB,6tcm7bavayl94pwrvtwj,107.0
5441,PRTZBL,rheyls7lp7rmqibdbq77,108.0
5442,90ACVJ,v5f5g5uoaz1otg0ozin6,88.0
5443,FQHSWV,wswuibw9h7ly8ire3hzh,117.0
5444,HS12X7,tqyfhhyyc1pwwvwe1ags,83.0
5445,7D5VZI,epszgk9qx6h6kw1h4spb,110.0
5446,5JLGBC,1rlwrjmqlp2hyib9lk10,126.0
5447,BWD3UV,bccn0mtmx5xj0sdzixi3,86.0
5448,EW357H,94v9vy13ouvwjxd8zte9,111.0
5449,9G4CUT,2j3305ez3qjog8oygpxi,106.0
5450,HTCQW0,ljcguhdi6g5ph94xqdzx,122.0
5451,FZ839A,6g6yophw6136ggezyv7y,53.0
5452,2X0W30,jv8p9tyh0p06csygtqzk,92.0
5453,XJESFC,0j1wsaks0pt0pxu821jl,103.0
5454,LJGIX8,6pbgwbvtq8ei5z6m3iz2,90.0
5455,RV9J2R,q4aavh176x7op98z99k4,89.0
5456,GPEZV6,bfv8d89z3us1i3aomke6,112.0
5457,11JWB9,yfayd1tup1htd62bkiw2,110.0
5458,M8SLE3,hl3bizpzg07lx1yx3l8h,77.0
5459,LS6O0A,0t5n66mtc08smfwippjz,121.0
5460,5GARZ8,a10y04a2f0nb81u8on3q,131.0
5461,YMBQF5,h7okt4ft33j5lxsmh5ad,70.0
5462,IA678H,wh9fgm3pmc61h0gxhmoe,71.0
5463,HGTAO5,jzhsbwgambxsgbqtn9cj,137.0
5464,6PH9BS,m6otmnv0fucxwj3veikk,74.0
5465,U0W1OK,v3i7b08zi3eypttzqm3k,127.0
5466,Z70QYG,xe4cbozgspdtum6z6bbw,137.0
5467,M2FVTG,tr6rue7k1e6c1cbc62xj,90.0
5468,472C6X,c07ho2c63a3nw1sl1l83,89.0
5469,V5RZ9M,3csu25h71sz8ubkhtvsf,160.0
5470,044XWI,0dmjex68b48nbbxhpmoh,94.0
5471,YWCGAS,wcq953wf24h2kfcfl5na,100.0
5472,8MR8Z2,lkzfxc3k6myp2zy43rfy,80.0
5473,YH22EG,cs9l4c196nk84uth1g3m,94.0
5474,FAD5RE,9vv0haxvz9cbnjinyk7m,141.0
5475,LLSXAZ,xc4zyh91w62usjmhu9b8,43.0
5476,RUXM3O,bvin403oz5gz5f7n9cgx,110.0
5477,E7ZVRC,7xv4qlm3uu4ddai117nb,113.0
5478,Q0E1H2,ljsafnhf1rfv7xdt5u6g,108.0
5479,HLN5EL,odyjkwk4a10hc5b7fmfu,81.0
5480,O38ZAE,u5oix2n3do3z6jxy8k7f,61.0
5481,HXHAX9,x79qqan6obd7jcatmo2y,123.0
5482,429J6L,caei903u4qhxv7vic14v,101.0
5483,LM577Z,von46sap9gjsdsmci22m,106.0
5484,0M4ILT,4dc66xxtyx0jpwc2db5u,132.0
5485,CO32NX,jjauwodj04ncn9wdauip,120.0
5486,WXW610,p2ihitco2y2ap91aa1ts,106.0
5487,FQHSWV,me3un3k8iycvap7d640m,127.0
5488,W3HCR4,0fsqwr0tjoo2a45tnjxt,94.0
5489,S3V38M,xbchzc5770ejxgvv7gdf,115.0
5490,Z4T5DQ,1c3359debfblx0wom5ko,101.0
5491,88TPTA,a1il3p3jiub92q1ske8o,115.0
5492,MDXIV3,5k91hb1l5wt6yv1pfucn,114.0
5493,I9RGTL,t1130ofrn41nf4fe5h7w,111.0
5494,XSFMW4,jjqnnpsgu7yoym95vo48,127.0
5495,1EKZNY,6k9zbgcielkz4nx6rih0,110.0
5496,BULEY0,jposjgeze2y99d3bj4r1,113.0
5497,5XD7IS,rzm5qndhp6qrcvfcbf4j,64.0
5498,W7M6HF,dob6y9o9242pr7yxgua4,95.0
5499,192EYX,6edwmb9onsoen90c6vu7,47.0
5500,8NJC9H,ltpl1lh5c6odg7l48l72,109.0
5501,4DBH4L,c12lymagvccthden4j18,136.0
5502,TBNAOZ,6nmj9sk7i9m5bztsm2f2,85.0
5503,GOLEUL,1hwpmmzim6gdeb6wv7qm,95.0
5504,QMUC11,0i8t0d5fi1uppha0hilb,103.0
5505,EXLRFR,ymlyuu6k5fi8mmxszr9s,79.0
5506,8CCSX0,lx4gcope602d3655hjfa,121.0
5507,UR1JA2,ctmdavq1zghvi7nnxxqv,78.0
5508,GRFVK4,at7ye5ii6ze210yx7m7g,88.0
5509,77GKDW,gzr9djlucejiljad5n0x,109.0
5510,6K6CD2,ozrpid1rvfyepholfqcj,87.0
5511,Q294OZ,vijbpwara3qbuigjj6yx,125.0
5512,OXH0W8,se563aci6sqczexk9czd,87.0
5513,ZRQR5Q,anpbiqbgkwi59iuh63zp,111.0
5514,5PRQBM,ct0bf7swblz094uc618l,127.0
5515,0H44ML,8kb9nwlzv69xgedorssw,131.0
5516,7B1IEF,972qvr9fhe7uaz3cxn0j,88.0
5517,A4OQGN,vb2v3oxvoz3qqq5ra0wp,107.0
5518,N2COD9,grrws88r7pqk4n8m8kgd,61.0
5519,94CFP6,3i68i63e3ykod7i3tzn6,86.0
5520,KTB7S4,zao57bjoh5tmihpofe0y,126.0
5521,KNYS4V,tc7pgrk8b5msuc6yclls,73.0
5522,N1IO1S,meuari6unvoh4j8uedzx,145.0
5523,72LZGS,v0xdt52uhyk36kd6qor5,108.0
5524,3O6K81,e3l6dhnddvp30sog0hyo,88.0
5525,7SNQZD,udzbc4khn2bdxw6ix70w,98.0
5526,PDD7N3,azbuyqgo87mq0jvy8a4f,67.0
5527,L7IQLT,ssxmawjz7nbd8duy50op,78.0
5528,UCXRNH,j9r2t8wdrb5o5o2x3rwc,103.0
5529,574M8Z,x1j6x6x6g0h0t6zw6vsz,88.0
5530,2SDE66,jwzohc0wy7zlf7ozqab6,87.0
5531,R9LKDW,k79z8zsdo4ja3dwxayj1,80.0
5532,WK4MJM,8tdv9luknvw2dhpvmj7e,116.0
5533,6TYGSF,tvcpy4fr0cpz890qv3ay,100.0
5534,2U1R3J,9nrt8bz8zhwpwee2al0b,80.0
5535,W3HCR4,iq6eac14fmou1ss0hz1h,111.0
5536,YXZN6D,9dj06sjwxhv0s19arfda,95.0
5537,9U7IJH,wrfxe5x00k5mwo7upy79,96.0
5538,9X7JX8,yzt9f7c77gdmfm79hfv3,89.0
5539,XCFS1M,85tfn39asscq59dnodz9,88.0
5540,T7DMKA,z72wzwf9ayrkfdfaqipi,125.0
5541,RZO6CK,uyhfzulcub52y81t3wob,82.0
5542,GDCBBQ,r1c6mngj3157p3d0qsn6,103.0
5543,HGTAO5,lmnmyq2rdg86fw1lici1,141.0
5544,JRHAHE,4h1vppnwpyawd20aut5a,129.0
5545,FP0XZY,bntjuc5q7vlgqi5fhtkv,129.0
5546,PIA2B2,s9tz453o7w1upo5uyvhf,90.0
5547,RZY1KH,roawwsypf26bymnj09nn,61.0
5548,9Y0RJZ,n9i0imbf2en2fk59gku4,62.0
5549,QWXV6S,xe4cbikmf4w918s7sqh1,88.0
5550,N2COD9,lkvkrjv6qnwyb4ue5tg3,72.0
5551,9TARYU,p6za8ukdojrvfsl6u7yf,71.0
5552,RZ4Q4F,vunwsbccwco3w9uyl0pa,127.0
5553,YN76J2,ca21q9ub57yuclgimxom,98.0
5554,JKS3BE,0t8k876zurawwruaslou,83.0
5555,2HO74Y,vkdafssujxluwkwpszmo,100.0
5556,DC6RFM,7h2hooed4065wuzlraqx,67.0
5557,LMMMZ4,ubzehm5ce33xgg9n1gmg,94.0
5558,ZG7LIL,54ujdqcpiqjrqu5eiwcy,86.0
5559,TQFLU2,lvbuzshdnos19zgv4cld,116.0
5560,U6D1IW,ws0ow5y0jm685d6mrsvs,105.0
5561,PZ8AUG,kkmqoprf231c1znv5zx3,102.0
5562,6QC5FL,540kfswsc1qstinf7jmi,139.0
5563,717K0R,yi9xkfgv9djbbcwh7qfl,99.0
5564,SLQXBO,zgmaj9nn2bro5ryynn8q,88.0
5565,VAS5RD,d2z91vve2alqo6huib4v,111.0
5566,X45SOV,m1q7zne41p35hys1bzme,49.0
5567,Y3HEOJ,nb96pnx3j14b5pvg38wp,103.0
5568,JFDV7V,pjl3qarcdi9o1631n1ib,74.0
5569,HNJCE4,enirdzj7yuh9p28r6603,101.0
5570,JLCNEZ,i83g9k3fkjqc0g4se66g,105.0
5571,5DBR9W,g6pk11dangvj5xn83u0x,90.0
5572,TA0BBD,u91o021ua0d9ztddbip1,120.0
5573,DGSPY7,5htpn7p2o0xd8foc81ff,113.0
5574,YBJPGC,mrm7p69ixi15zejwjmbq,63.0
5575,9BVXXL,z07tjlqgqgbms2zm3op3,64.0
5576,F1AY7W,9ue921wocfn3op189kl1,87.0
5577,TT03DE,ymmbwqvmybu00ume0tkn,95.0
5578,O5YW8T,g4zyj99bsg12qv80ier8,142.0
5579,3OA1GN,sud95u3tib8c3mprewky,72.0
5580,IO8761,b6rly9wnx27h6n8ptm1c,66.0
5581,8FSL2Y,oajucoz4eiivosojskgt,143.0
5582,DEA75R,cnhvb5ub4z35hz2f8ikt,103.0
5583,110C1P,smukmx4rulprwpsrr4s6,69.0
5584,TXHP3S,936qjtcuh54evla944p7,97.0
5585,YIHAOU,jnmdblru5y8zu75hqye4,71.0
5586,6BVSSZ,jv54e3oc9nffmwr5ri03,87.0
5587,8IZSIM,xle1xswljhm8x3ovau4l,110.0
5588,QUU9UT,xvnr44wt5ry8eytqyrfq,88.0
5589,58WVYR,xantve6hvnh8wakju77p,118.0
5590,VVLOW8,qm56t3ru6qifdksgaupk,87.0
5591,ACDRU4,4aerly98wxoig6sphatj,133.0
5592,XQXMTQ,upx62nkjzq7ty32ewfid,85.0
5593,7AVNU0,uq7e69bb5y2y6tknjgtf,96.0
5594,UUANP4,5pa9oeh60m6op0c07wqb,73.0
5595,VD3VES,x7t695cvylk0w7zfvako,93.0
5596,GG08KT,2pu2zp5537513qrb3pj1,69.0
5597,RUTAW8,n9zjnpnob8frh0hkls6p,107.0
5598,GG08KT,2vzz8cf32sq9l8ivx6kh,72.0
5599,UY1YCM,0g3w5g6bkpce8sydgznw,139.0
5600,QJ6PEQ,v8qr2ys9e94azrgorjut,79.0
5601,QMUC11,y2zl5c1adwx28poaq1yd,92.0
5602,Z7DGHS,zgeclnco18hkldb5390o,105.0
5603,8312RI,iswm1w0fscb0rpu6m4xw,107.0
5604,8AEKML,zjrwie9r3mqc275f20bi,119.0
5605,T6CNCD,5w5y6tu0cby9ln07gabv,89.0
5606,MCTL0O,zx1wtb1ndaot5s9jdouy,80.0
5607,ZEOIKJ,kxan3qtz2e17wynbmxd3,116.0
5608,O9ISJ7,vlyq1rzmrm2x9fx72blx,107.0
5609,V3JEJZ,n313ddghuq70r571d4og,65.0
5610,WMIUTP,khgpmeph25htcavjjpyr,68.0
5611,0N4SKC,1crf9bmzjyu6gagi0su5,94.0
5612,6KTZE8,odupwr4a2a6pq3huuykb,63.0
5613,PLWYFJ,z92w5dpufnlgedy5kdmf,73.0
5614,JKEEPW,au88elmllddqalc1pquc,114.0
5615,NBNQF9,03irg0cy7sxzr0ous2xb,123.0
5616,0RYH6L,fwbqi26pc4gc6bldv8b2,95.0
5617,PGCCVE,2ragrnrqghs9c4i4r9l0,97.0
5618,EYPMBN,0gsjjcole8glot8alg57,81.0
5619,GR0Z1L,d465o1svkkhew1byc4jt,98.0
5620,HLN5EL,y9qbo3jypyg58kqi514m,98.0
5621,EUZ7CA,b65zy7zb76j8iovzk1mx,109.0
5622,I9RGTL,v2ukffg8m3zjwa4hax0j,104.0
5623,MOKN8U,ywm5g04yjnr5uzste75f,51.0
5624,3O6K81,hzoupq86is0fjom7ky29,98.0
5625,FSNPBS,6lcnfy65rexuku90gges,81.0
5626,YXHK9P,mbov29muozim2bigiqdr,118.0
5627,MAQPCI,8nyfomevc5tljte5sr2l,106.0
5628,7C2Z8L,7tpak9c1d09lhswqien8,111.0
5629,7XEB9S,do140v8bkhdm0tnium2m,65.0
5630,LSOAAH,6g7anyuj0rl4m1387aql,84.0
5631,VFF4Z9,nrldj9p3i9rel9qj6xjs,90.0
5632,58B942,axnf8diubxypiiwkfzzv,116.0
5633,43IESG,tel1fudg8l1ui4oanx5z,132.0
5634,CKXNFC,bafyygun6prv3gwp0vtp,104.0
5635,HXWHGF,pk47tvwi9t9gx4m32qw1,80.0
5636,A7YDXV,a9ad5c0hq4ekci2su96a,86.0
5637,DMLDFH,ccb9nkax43nmd7i7dvqv,75.0
5638,FZS2A3,fbakkxbliy4o6ytmc0u7,92.0
5639,0H44ML,06bybp3bj8nqgeasotbu,137.0
5640,3EXAL8,6fesf48w36qq2nvy7rkb,112.0
5641,4KSL08,nnn09vdscc1bvg3qciuv,104.0
5642,IFMEPP,c9p41b3he9116fzjsiut,47.0
5643,QFHUPC,i85ocym0xw38gtdpgv29,117.0
5644,PL2IU3,dnos43eh8xavtou3u5ay,93.0
5645,4ENUCD,3jt2ku9ps4paphjasyif,130.0
5646,RHWNAW,utvya7d3usp3lryuply6,67.0
5647,QFRJS4,mfl6rgbk759y4frmo5pp,59.0
5648,D9AEO6,gt2csnfr3glu73nxbs8a,106.0
5649,3QOBAZ,ufphv03qf6ti7mvwsw4h,107.0
5650,X0FWUK,3pjct07i3xn48twznvhv,109.0
5651,7DSPIA,bnxnbz3d05v2s7y68o80,95.0
5652,2HRWN1,1o7b15fzho11qyvdclej,98.0
5653,E0LAGD,rfvdx1ypjbgaykzt0kbq,110.0
5654,L9K8YX,qj4tr5ifvxy7uwmt15jt,84.0
5655,P7HEE4,l539czcyhwveftjq8tkc,67.0
5656,XNSDFL,mbzzp3bfi26drcv4n8kc,95.0
5657,TA0BBD,pbitpkxxjd81z08y2xbh,107.0
5658,0LGIBI,yatey1z21k6kvjmk0hap,109.0
5659,73GC00,epb2rmaw704bu18d1ysq,95.0
5660,TO8U4J,9cutb1yw0ow7j3zhx032,79.0
5661,9KF0ZP,t0mhz27m4ivedtvuwf14,105.0
5662,GKFIXX,u5asjlwupyd7kqp0mmym,89.0
5663,VS9Y4W,uro5q67x2i1wp7bqdcq3,124.0
5664,0SL05E,87qlc6o4igtxl4ttip20,141.0
5665,7SK7A7,6viualaw4b0pe01djevf,110.0
5666,ZH46U8,a65wf6yel3zjf3yp4egv,140.0
5667,9WL2IY,0baesv8wzpvmpoue90fk,93.0
5668,2CS28O,uqxp7gv8rg1ptlibabf9,119.0
5669,D0I1KW,f4paq2iw478rgw8ybtsa,115.0
5670,EIDZ54,2q4zqlkq537006vmnkyz,117.0
5671,BHX4J6,6vsobxq8l68to8wzbyou,74.0
5672,Y77GRW,ogtdf7xd9afdaysdxke5,94.0
5673,U8TBEZ,710vrikqveoq3twe6rmu,126.0
5674,UV7DER,iy4rmzp3cmd61uo53jmo,99.0
5675,QJBEB6,g2wmvxn77sj77iup4zqc,132.0
5676,8ZD7DF,ma50p442tnwud0ts9sot,97.0
5677,5H6SGP,babgqpgogo92ad7yakq7,93.0
5678,D08PWI,v5kspcxzktgvyj3edkt1,104.0
5679,G106L4,0089a55t5xryd0nl5kf3,110.0
5680,HW7K8Z,02ncdqttxt9r79ovaeah,93.0
5681,W6797H,0625b007hyl1kyxi12dt,72.0
5682,6WBTC6,uyfvkjx7gyoqvyehjj0c,126.0
5683,S8BC1C,1tshlrxmij4orm44g8jv,112.0
5684,9U7IJH,43lg0vyg8lzyylcl0cq6,103.0
5685,I8PFDI,vi09nckb5p0nqflbow46,85.0
5686,3K27GQ,6z8w4yshebgxuzez43ce,96.0
5687,4YFKP1,0ilck6vtd89o4cyuq3nt,68.0
5688,F92G2S,skq3gppq4u9a8cwnz3nu,83.0
5689,CWYBJP,81t1hxykuwha7aipyhib,129.0
5690,15GGN6,6wuogc0xcafdxd5f6y7j,72.0
5691,VXNYSX,418dj5bsubt1lbwl9vtd,88.0
5692,7SNQZD,5o61wm6z9em1m3ly8cre,115.0
5693,CZ24I1,r71fn7u21ythxxcxpyby,86.0
5694,2CVXXO,lkc22e86szt0f68rfgo9,51.0
5695,NFT8AQ,xiktajjdhjmy9mjr8rbk,83.0
5696,GY9WIB,7cknzm7yll5bbai7z07l,126.0
5697,QMUC11,4umcr9yy0cos3u1i7ce3,106.0
5698,DLO26B,4e3l3f5x7psptue7af1o,136.0
5699,G0JBF9,kczzejkve9dbwiyb5thn,107.0
5700,OGQKL4,20fykziel9pr3igiuhh5,78.0
5701,GOLEUL,37ycm2bdt0x575wwptiq,100.0
5702,LSOAAH,43fj3sqk6wvum70udqip,89.0
5703,GY9WIB,um3xwxikrpj25s0nd6k8,117.0
5704,82B2EJ,q5vz4p8of9r8nu9r5f1u,88.0
5705,8AEKML,a5b1ou5rro7gyqs0ox6l,92.0
5706,DDRRCS,pscktgjpkmiawx26k1hs,96.0
5707,3BX0DM,nvuxva8akx55xwwsc0au,117.0
5708,35WVRN,po2yrh273qb6movjc2zl,106.0
5709,GZW7HC,xybo16xpduf2jsvea47i,94.0
5710,N1S0PL,xexv465t4hfao8f4v5br,74.0
5711,GQWYM9,cik530nlpckx5op2e1no,116.0
5712,R7LQ1G,krb9cehiez3u4ezu1t6d,116.0
5713,UX1U9P,ird12dlv9u2wvyu2u2sl,130.0
5714,IFPKAK,rlx6umjlhgjgzboba8kk,101.0
5715,TO5EAJ,7c4j9lny3xbxspfevakk,104.0
5716,7OX9SI,m0vfanvffqrihut8h741,110.0
5717,JFDV7V,r2e8gv089q94onlp9beu,95.0
5718,3PVYK9,xokigjpt9an9vpw5cgqo,88.0
5719,81USLP,1upe1cxa4ue1beqnbmlj,75.0
5720,K1PUYI,1vbu1ma5s2dg5tctc56k,107.0
5721,6I248A,81uj8m7i5ru0mmdntnuj,113.0
5722,9QIY69,opd2d2g4tpovofae4cgn,88.0
5723,2DHR6F,7kbp4m6ek0oxqse6ytpo,126.0
5724,NFT8AQ,qclo0jodk0zyp0lq0cu3,73.0
5725,M8Y3W0,rc4i2mvn5petgw3mp074,65.0
5726,3YUAK9,5jrq15eftpu5zi9humli,91.0
5727,A6I2ZE,9vapowhus6ulplsh2sq1,115.0
5728,E3UOS3,2sisw3xwvfopspltvahg,110.0
5729,18AD4H,fufsucbt2npvk98vvr7a,124.0
5730,H5E0ZT,d0ccn8r5quiat2s12vbi,119.0
5731,9X122X,kjh9p04l6s5eukwv0vak,87.0
5732,Z7DGHS,kz1wq9uueptpv92j5kh0,85.0
5733,5XD7IS,b4mnojllm7d6vpao3579,65.0
5734,BX6IW6,7e1a7o2d4ljrxm9c4i1e,120.0
5735,20KCPA,qqhmrm146w4w8bfwibtc,95.0
5736,8DWFDP,qab5n68bangrxu35u7h3,92.0
5737,8NQQZ3,u4v2ebzwuqjq83g0sajz,125.0
5738,3VG82L,s00diex3p4qk5az10w7j,108.0
5739,J28R1V,ldu4mphpx0h8e87e15zr,64.0
5740,VISZAM,ik372aahdm2nfootx0lc,106.0
5741,T51AOX,u6f975pd8ew6gqkpkjvu,138.0
5742,F1O7Z0,liijfb0rxab5inushq3i,91.0
5743,HYAYTB,3lanibwzrqf3pyub4hbw,108.0
5744,B9US61,u401ekusz89yfsy2ayxn,101.0
5745,4N6R2M,z7j08yynar638m4ty4ac,140.0
5746,QARM1G,gxmjprl0umvjnaoci66i,88.0
5747,KKNJBU,1lr40p2fp1dla56o6o18,109.0
5748,9XO7AB,x2yjkc24f8cfwhy5wftg,114.0
5749,GOTM3A,a3qv0am3vnbj5v0puj07,98.0
5750,CXOEY1,n0bagwhraxa6tnygjeyk,63.0
5751,ME7ZI5,ssj8xh8un9xe3u5icadt,113.0
5752,LFOI6C,9p7c1n9xmhpkgqdems3q,87.0
5753,RZ4Q4F,0cio21ku1tt3hebz447l,137.0
5754,Q7W276,e8lfqu8fvn5smc9ljis2,110.0
5755,H1BX8D,3lbn9eci0jhi86ox7tow,98.0
5756,VD3VES,ewv468qr1infyehbhtmd,86.0
5757,MX2O6C,3wpbtx4zvmi61267okcn,90.0
5758,8YWZVQ,m2s4e8ceteuvc3z89ybu,94.0
5759,KJGHB3,1zmcitc6qpmjyf3gt2zp,121.0
5760,A8GDQ5,1s6usmck3396u7vgo5dt,105.0
5761,IA54Z8,eglbvata71k9b2k2b8x0,82.0
5762,YUFOM4,9gc61blv4vexu0zix9jh,102.0
5763,YNSCLK,i6fkfbeur5nptmug2tb9,109.0
5764,G9RWVT,i46odurpute5g0xpoqc6,125.0
5765,XFII90,uyydqabqnjg6d68puup5,104.0
5766,L3AULL,vpe7t1ujlse4whw7c6we,113.0
5767,6WBTC6,3bb3z41wef9nrxvl0ql4,133.0
5768,4OLXAF,x1r1tl63rqe78z7f0r5o,92.0
5769,ZBQNCB,0givgl7oe0mh5lxfja4g,103.0
5770,9ADJGJ,xi7i94wovsc9q4mqx23i,55.0
5771,0M4ILT,bncwal2a6mtryvb4mpmw,133.0
5772,KW887G,0j6ilul93m3137ftcodj,121.0
5773,JY7GOY,88jle4au6gs0vdmyr6c5,89.0
5774,13FJNP,bs0gfcm4djvoalsb41io,142.0
5775,EC5PE4,3oo2shzgwrex7hdeoi6k,127.0
5776,1PN262,u9ned3e2qmyjjp8x7zz9,113.0
5777,PEUO6T,48b0dyyvobsr7tfas3g5,98.0
5778,E8YMX8,2wgvmzuriyhz5cajp2fx,113.0
5779,HPG3OT,4sp6s4u5bjmqfchp6quz,87.0
5780,MQE6TJ,z19tre6mu4fpuo4pkcap,104.0
5781,B8V2VY,8kikg77zi9o9uvyeybjm,106.0
5782,FNR7CW,7pl88zqtwhoogj1q3ajm,122.0
5783,2ZA41A,nwt2kxxsnl6d3jur919a,105.0
5784,JK2MGE,v8l16dujktyf6qlh2gga,93.0
5785,90ACVJ,1p8ml5vsajdwvm6ktwrj,63.0
5786,ZG7LIL,rhlc6fx7bs65tehwqlqb,102.0
5787,6S2YKY,8qztmp01qfujiypqszke,100.0
5788,7S9BXM,nqrha1wkhsyyhn3zpk02,121.0
5789,6L8CHA,9pmxqkzp45yq9j2b1kbl,114.0
5790,WMIUTP,yyob4sq765ivbua2fxr2,58.0
5791,2YKG8D,xs6miea09h15nrwfy7ns,119.0
5792,3HXMTT,1sawbh9b5218lpys2tqd,126.0
5793,8A26IT,i1j4nl9opnbhns0pdhvm,104.0
5794,8YKE7E,fagkmo6cxhv3vcbmro4r,106.0
5795,B4JEDW,yzh6us8yk0nrhucvnyy7,71.0
5796,L3AULL,dz26emm0z4ean7ob6cfl,113.0
5797,KTNS3Q,wfabdspbmvqnsbtmy716,80.0
5798,FKH4KW,xb9bnziqdtljyu31fyxz,77.0
5799,QRXFH8,q8e5zqoahe86opeqaa1y,100.0
5800,XJESFC,6lp5urz1ou85kjqa01qk,165.0
5801,1QBFYY,2tr6gg7cz60yx9zv4gyi,102.0
5802,FJ197X,h7cei0dqpuhiy9nmt86i,96.0
5803,Y1O0ID,l67fj5pawdwcarkg5znk,110.0
5804,4R896Z,qnrrcxmi3lkysb2600ya,103.0
5805,PVH9V7,utin4cu8zu6160mwnllq,88.0
5806,KZTSVA,4zrlixg46i1czmocq6gt,99.0
5807,XXQJHV,nfgdmrq5uycg3w5kweg5,47.0
5808,SWFWJ2,kh7skq1jw5s2aixvjac1,84.0
5809,B7627A,qw4iv42lpj0wegggy6h0,122.0
5810,Z0O0OX,h6kbyx0d0y998ftuv4pi,81.0
5811,EMPJH3,35z8z3e6k5ttuh3n4ll2,81.0
5812,JJP9IP,iwtpx39d6n12qu7z5wsm,77.0
5813,E8YMX8,8apxk577nzlu9ajkmnn9,109.0
5814,SU288E,ovjx6t13d79ufs7dtv7y,125.0
5815,PQEB5U,fcjqteddnda7s7kf1w99,85.0
5816,9IN8H7,0zw0jpno5qq0w6a31qf2,61.0
5817,GOBFOH,nln26ct0i0cqtcl728vx,94.0
5818,IFMEPP,4rh9nm0rn5xm3sg5vcsr,48.0
5819,1EIEZO,wfokt27r83mzuncaysbg,148.0
5820,M07FES,ygh6ixe34tos3djgh29v,111.0
5821,L3TJ2S,rqk4ynzosaa9rhalwuwx,120.0
5822,COC5MY,xrpdo2es7unbhldjanfu,89.0
5823,T51AOX,xcmymoygxgepozld30uh,137.0
5824,8RZ4OG,q6ml8trsb8ymd7euo7dv,132.0
5825,3PVYK9,nlesr4xw2ia5zlta4stb,127.0
5826,8OUQ98,osnad45ntt08485coru6,124.0
5827,4TMWBV,31mki2jf5nkxhtgkv2lo,97.0
5828,DHM3JN,09yviyi1j6s9tgigpnoo,84.0
5829,2756AC,9fdckkyq5x52esgrspmm,101.0
5830,SAZFEM,nvl4o6x8peam5mdya9t4,159.0
5831,A6NH7B,dyx82m3esoxvckt15e9q,80.0
5832,59WD89,1w1tjx6rb5vgl5fsaaw9,118.0
5833,9PRYRP,9qxqh6fdalv7580z9wv4,108.0
5834,YO86NH,1jyml7dycyn59pzadd47,103.0
5835,U9DN13,kuy25o2zr8er3hn11dkq,89.0
5836,YIG3BN,6efmmozflnedzohxbwvl,140.0
5837,LUYDPM,vrhuf910qbrrpzmucztn,93.0
